,lines,shapely,length,start,end
182,"LINESTRING (105.549942877484 20.28367259391013, 105.5499372742108 20.28367040135665)","LINESTRING (105.549942877484 20.28367259391013, 105.5499372742108 20.28367040135665)",0.633416971376,POINT (105.549942877484 20.28367259391013),POINT (105.5499372742108 20.28367040135665)
185,"LINESTRING (105.550405268458 20.27721133752819, 105.5503909508638 20.27722864201915)","LINESTRING (105.550405268458 20.27721133752819, 105.5503909508638 20.27722864201915)",2.42956877266,POINT (105.550405268458 20.27721133752819),POINT (105.5503909508638 20.27722864201915)
186,"LINESTRING (105.5505250335991 20.27879974940912, 105.5505183245971 20.27880169033331)","LINESTRING (105.5505250335991 20.27879974940912, 105.5505183245971 20.27880169033331)",0.732770531566,POINT (105.5505250335991 20.27879974940912),POINT (105.5505183245971 20.27880169033331)
188,"LINESTRING (105.5506619252761 20.27124458141424, 105.5506980130447 20.27126216448091, 105.5507017550515 20.27126458853503, 105.550703424406 20.27126539800623, 105.5507089532278 20.27126727615516)","LINESTRING (105.5506619252761 20.27124458141424, 105.5506980130447 20.27126216448091, 105.5507017550515 20.27126458853503, 105.550703424406 20.27126539800623, 105.5507089532278 20.27126727615516)",5.52497123834,POINT (105.5506619252761 20.27124458141424),POINT (105.5507089532278 20.27126727615516)
190,"LINESTRING (105.5506752006863 20.27105892124982, 105.5506674978123 20.27106152779443)","LINESTRING (105.5506752006863 20.27105892124982, 105.5506674978123 20.27106152779443)",0.854563042135,POINT (105.5506752006863 20.27105892124982),POINT (105.5506674978123 20.27106152779443)
192,"LINESTRING (105.5536623406632 20.26443133580933, 105.5536643437475 20.2644355795981)","LINESTRING (105.5536623406632 20.26443133580933, 105.5536643437475 20.2644355795981)",0.51413279397,POINT (105.5536623406632 20.26443133580933),POINT (105.5536643437475 20.2644355795981)
194,"LINESTRING (105.55419929553 20.26094341196288, 105.5542063262662 20.26094573615799, 105.5542287010941 20.26095014014228)","LINESTRING (105.55419929553 20.26094341196288, 105.5542063262662 20.26094573615799, 105.5542287010941 20.26095014014228)",3.16503625401,POINT (105.55419929553 20.26094341196288),POINT (105.5542287010941 20.26095014014228)
195,"LINESTRING (105.5542269583718 20.26421245701886, 105.554233339525 20.26422123165995)","LINESTRING (105.5542269583718 20.26421245701886, 105.554233339525 20.26422123165995)",1.17774353285,POINT (105.5542269583718 20.26421245701886),POINT (105.554233339525 20.26422123165995)
199,"LINESTRING (105.5550774493084 20.27752419082846, 105.5550842359702 20.27753894737475)","LINESTRING (105.5550774493084 20.27752419082846, 105.5550842359702 20.27753894737475)",1.78022412303,POINT (105.5550774493084 20.27752419082846),POINT (105.5550842359702 20.27753894737475)
202,"LINESTRING (105.5604670201526 20.27737567890443, 105.5604707059025 20.27737955774182)","LINESTRING (105.5604670201526 20.27737567890443, 105.5604707059025 20.27737955774182)",0.576544924526,POINT (105.5604670201526 20.27737567890443),POINT (105.5604707059025 20.27737955774182)
204,"LINESTRING (105.5608065589098 20.27665329128978, 105.5608044911686 20.27665315045096)","LINESTRING (105.5608065589098 20.27665329128978, 105.5608044911686 20.27665315045096)",0.216487118155,POINT (105.5608065589098 20.27665329128978),POINT (105.5608044911686 20.27665315045096)
207,"LINESTRING (105.5673917391401 20.25976501669574, 105.5674047720124 20.25973416189036, 105.5674060028624 20.25972998965413)","LINESTRING (105.5673917391401 20.25976501669574, 105.5674047720124 20.25973416189036, 105.5674060028624 20.25972998965413)",4.1552165538,POINT (105.5673917391401 20.25976501669574),POINT (105.5674060028624 20.25972998965413)
209,"LINESTRING (105.5681509920591 20.26334170642972, 105.568151595364 20.26334186059884)","LINESTRING (105.5681509920591 20.26334170642972, 105.568151595364 20.26334186059884)",0.0652751982571,POINT (105.5681509920591 20.26334170642972),POINT (105.568151595364 20.26334186059884)
212,"LINESTRING (105.568292167024 20.26298451072738, 105.5683086544541 20.26299880116656)","LINESTRING (105.568292167024 20.26298451072738, 105.5683086544541 20.26299880116656)",2.33793616781,POINT (105.568292167024 20.26298451072738),POINT (105.5683086544541 20.26299880116656)
214,"LINESTRING (105.568428358511 20.26389758924799, 105.5684292985089 20.26389647256237)","LINESTRING (105.568428358511 20.26389758924799, 105.5684292985089 20.26389647256237)",0.15782699859,POINT (105.568428358511 20.26389758924799),POINT (105.5684292985089 20.26389647256237)
218,"LINESTRING (105.569745336285 20.26210239031393, 105.5697530963276 20.2621066880392, 105.569761990324 20.26211308675331)","LINESTRING (105.569745336285 20.26210239031393, 105.5697530963276 20.2621066880392, 105.569761990324 20.26211308675331)",2.10767872535,POINT (105.569745336285 20.26210239031393),POINT (105.569761990324 20.26211308675331)
219,"LINESTRING (105.5724568302578 20.26871043665928, 105.5724711738695 20.26869724577176, 105.5724757767196 20.26869188295101, 105.5724862459335 20.26868220011543)","LINESTRING (105.5724568302578 20.26871043665928, 105.5724711738695 20.26869724577176, 105.5724757767196 20.26869188295101, 105.5724862459335 20.26868220011543)",4.38623006174,POINT (105.5724568302578 20.26871043665928),POINT (105.5724862459335 20.26868220011543)
221,"LINESTRING (105.5731900784969 20.26902953191679, 105.5731904470098 20.26901956890396, 105.5731935150084 20.26899960790167)","LINESTRING (105.5731900784969 20.26902953191679, 105.5731904470098 20.26901956890396, 105.5731935150084 20.26899960790167)",3.33542440288,POINT (105.5731900784969 20.26902953191679),POINT (105.5731935150084 20.26899960790167)
225,"LINESTRING (105.5738557877765 20.25023404791053, 105.573870158464 20.25022161602841)","LINESTRING (105.5738557877765 20.25023404791053, 105.573870158464 20.25022161602841)",2.03608407631,POINT (105.5738557877765 20.25023404791053),POINT (105.573870158464 20.25022161602841)
227,"LINESTRING (105.574016719592 20.25036089733041, 105.5740243730307 20.25035147123178)","LINESTRING (105.574016719592 20.25036089733041, 105.5740243730307 20.25035147123178)",1.31421577276,POINT (105.574016719592 20.25036089733041),POINT (105.5740243730307 20.25035147123178)
230,"LINESTRING (105.5746692710097 20.26857360695128, 105.5746710247787 20.26856831145578)","LINESTRING (105.5746692710097 20.26857360695128, 105.5746710247787 20.26856831145578)",0.613995382213,POINT (105.5746692710097 20.26857360695128),POINT (105.5746710247787 20.26856831145578)
231,"LINESTRING (105.574844181683 20.25071128083064, 105.5748444386271 20.25070215502011)","LINESTRING (105.574844181683 20.25071128083064, 105.5748444386271 20.25070215502011)",1.01029243193,POINT (105.574844181683 20.25071128083064),POINT (105.5748444386271 20.25070215502011)
233,"LINESTRING (105.5748443908134 20.25070212124033, 105.5748471567779 20.25069885071805)","LINESTRING (105.5748443908134 20.25070212124033, 105.5748471567779 20.25069885071805)",0.463095751228,POINT (105.5748443908134 20.25070212124033),POINT (105.5748471567779 20.25069885071805)
236,"LINESTRING (105.575159432629 20.25085648554018, 105.5751591006921 20.25085882716467)","LINESTRING (105.575159432629 20.25085648554018, 105.5751591006921 20.25085882716467)",0.261451829049,POINT (105.575159432629 20.25085648554018),POINT (105.5751591006921 20.25085882716467)
237,"LINESTRING (105.575995985388 20.29040710786191, 105.5759992971278 20.29040689593886)","LINESTRING (105.575995985388 20.29040710786191, 105.5759992971278 20.29040689593886)",0.34659544055,POINT (105.575995985388 20.29040710786191),POINT (105.5759992971278 20.29040689593886)
240,"LINESTRING (105.5761241580048 20.29119772429178, 105.5761251585569 20.29119662311161, 105.5761254822951 20.29119634598613)","LINESTRING (105.5761241580048 20.29119772429178, 105.5761251585569 20.29119662311161, 105.5761254822951 20.29119634598613)",0.206161163787,POINT (105.5761241580048 20.29119772429178),POINT (105.5761254822951 20.29119634598613)
241,"LINESTRING (105.576124187347 20.29120169501587, 105.5761254822951 20.29119634598613)","LINESTRING (105.576124187347 20.29120169501587, 105.5761254822951 20.29119634598613)",0.607215637514,POINT (105.576124187347 20.29120169501587),POINT (105.5761254822951 20.29119634598613)
243,"LINESTRING (105.5761255135097 20.29119630158144, 105.5761278573771 20.29120502397798)","LINESTRING (105.5761255135097 20.29119630158144, 105.5761278573771 20.29120502397798)",0.995837334783,POINT (105.5761255135097 20.29119630158144),POINT (105.5761278573771 20.29120502397798)
245,"LINESTRING (105.5761255210063 20.29119628182436, 105.5761297370464 20.29120069502464)","LINESTRING (105.5761255210063 20.29119628182436, 105.5761297370464 20.29120069502464)",0.657520664076,POINT (105.5761255210063 20.29119628182436),POINT (105.5761297370464 20.29120069502464)
247,"LINESTRING (105.5761279306822 20.29119702554769, 105.5761255235604 20.29119625923879)","LINESTRING (105.5761279306822 20.29119702554769, 105.5761255235604 20.29119625923879)",0.26526434029,POINT (105.5761279306822 20.29119702554769),POINT (105.5761255235604 20.29119625923879)
248,"LINESTRING (105.5764414301179 20.26998371889117, 105.5764433974856 20.26997528471513)","LINESTRING (105.5764414301179 20.26998371889117, 105.5764433974856 20.26997528471513)",0.955740394768,POINT (105.5764414301179 20.26998371889117),POINT (105.5764433974856 20.26997528471513)
250,"LINESTRING (105.5768811553452 20.2883064638261, 105.5768705969562 20.28829819811751)","LINESTRING (105.5768811553452 20.2883064638261, 105.5768705969562 20.28829819811751)",1.43256901156,POINT (105.5768811553452 20.2883064638261),POINT (105.5768705969562 20.28829819811751)
252,"LINESTRING (105.5771768217147 20.28543683351863, 105.5771890809943 20.28543609525351)","LINESTRING (105.5771768217147 20.28543683351863, 105.5771890809943 20.28543609525351)",1.28271953664,POINT (105.5771768217147 20.28543683351863),POINT (105.5771890809943 20.28543609525351)
254,"LINESTRING (105.5772306066673 20.28522626689156, 105.5772620201942 20.28524633760174)","LINESTRING (105.5772306066673 20.28522626689156, 105.5772620201942 20.28524633760174)",3.96149870926,POINT (105.5772306066673 20.28522626689156),POINT (105.5772620201942 20.28524633760174)
256,"LINESTRING (105.5774571039878 20.25758801309666, 105.5774569349325 20.25758482079341, 105.5774576995148 20.25757422166183, 105.5774566603339 20.2575527290915, 105.5774569214924 20.25754864313228)","LINESTRING (105.5774571039878 20.25758801309666, 105.5774569349325 20.25758482079341, 105.5774576995148 20.25757422166183, 105.5774566603339 20.2575527290915, 105.5774569214924 20.25754864313228)",4.36345601156,POINT (105.5774571039878 20.25758801309666),POINT (105.5774569214924 20.25754864313228)
259,"LINESTRING (105.580069402557 20.25463225961894, 105.5800621452896 20.2546355983417)","LINESTRING (105.580069402557 20.25463225961894, 105.5800621452896 20.2546355983417)",0.843218835688,POINT (105.580069402557 20.25463225961894),POINT (105.5800621452896 20.2546355983417)
260,"LINESTRING (105.5802596195101 20.25578941673404, 105.580235033094 20.25577250064204)","LINESTRING (105.5802596195101 20.25578941673404, 105.580235033094 20.25577250064204)",3.17777936211,POINT (105.5802596195101 20.25578941673404),POINT (105.580235033094 20.25577250064204)
262,"LINESTRING (105.5802619095954 20.25574737625825, 105.5802461748176 20.25574711445692, 105.5802442838741 20.25574686445956)","LINESTRING (105.5802619095954 20.25574737625825, 105.5802461748176 20.25574711445692, 105.5802442838741 20.25574686445956)",1.84301410998,POINT (105.5802619095954 20.25574737625825),POINT (105.5802442838741 20.25574686445956)
263,"LINESTRING (105.5814858081966 20.27984307775878, 105.5815127370265 20.27984151384428, 105.5815180962624 20.27984057403834)","LINESTRING (105.5814858081966 20.27984307775878, 105.5815127370265 20.27984151384428, 105.5815180962624 20.27984057403834)",3.38654943167,POINT (105.5814858081966 20.27984307775878),POINT (105.5815180962624 20.27984057403834)
266,"LINESTRING (105.5815307865779 20.27965501670108, 105.5815360571103 20.27965927883845, 105.5815588850049 20.27967348771198)","LINESTRING (105.5815307865779 20.27965501670108, 105.5815360571103 20.27965927883845, 105.5815588850049 20.27967348771198)",3.58055186487,POINT (105.5815307865779 20.27965501670108),POINT (105.5815588850049 20.27967348771198)
268,"LINESTRING (105.5819192529673 20.28160971954246, 105.5819168202574 20.28160792125931, 105.5818962753988 20.28158839558368)","LINESTRING (105.5819192529673 20.28160971954246, 105.5819168202574 20.28160792125931, 105.5818962753988 20.28158839558368)",3.36768726852,POINT (105.5819192529673 20.28160971954246),POINT (105.5818962753988 20.28158839558368)
270,"LINESTRING (105.5819490086692 20.28150161831145, 105.5819725464248 20.28150723250411, 105.5819742638603 20.28150787191299)","LINESTRING (105.5819490086692 20.28150161831145, 105.5819725464248 20.28150723250411, 105.5819742638603 20.28150787191299)",2.72798663076,POINT (105.5819490086692 20.28150161831145),POINT (105.5819742638603 20.28150787191299)
272,"LINESTRING (105.5819584669816 20.28143417951035, 105.5819803006481 20.28143231925128)","LINESTRING (105.5819584669816 20.28143417951035, 105.5819803006481 20.28143231925128)",2.28920928297,POINT (105.5819584669816 20.28143417951035),POINT (105.5819803006481 20.28143231925128)
273,"LINESTRING (105.5825253827703 20.28433160157715, 105.5825193815804 20.28433825270664)","LINESTRING (105.5825253827703 20.28433160157715, 105.5825193815804 20.28433825270664)",0.966690706883,POINT (105.5825253827703 20.28433160157715),POINT (105.5825193815804 20.28433825270664)
274,"LINESTRING (105.5825196124085 20.2843335827239, 105.5825253231946 20.28433158388448)","LINESTRING (105.5825196124085 20.2843335827239, 105.5825253231946 20.28433158388448)",0.636032509404,POINT (105.5825196124085 20.2843335827239),POINT (105.5825253231946 20.28433158388448)
275,"LINESTRING (105.5825228856066 20.28433111533618, 105.5825251384394 20.28433148664756, 105.5825251823389 20.2843314996769)","LINESTRING (105.5825228856066 20.28433111533618, 105.5825251384394 20.28433148664756, 105.5825251823389 20.2843314996769)",0.24361037207,POINT (105.5825228856066 20.28433111533618),POINT (105.5825251823389 20.2843314996769)
276,"LINESTRING (105.5825236231034 20.28432947615063, 105.5825251823389 20.2843314996769)","LINESTRING (105.5825236231034 20.28432947615063, 105.5825251823389 20.2843314996769)",0.276873303732,POINT (105.5825236231034 20.28432947615063),POINT (105.5825251823389 20.2843314996769)
277,"LINESTRING (105.582525420786 20.28433160304501, 105.5825241473735 20.28433694441728)","LINESTRING (105.582525420786 20.28433160304501, 105.5825241473735 20.28433694441728)",0.605893499112,POINT (105.582525420786 20.28433160304501),POINT (105.5825241473735 20.28433694441728)
282,"LINESTRING (105.5831706822526 20.26600443175553, 105.5831765136049 20.26601467746935)","LINESTRING (105.5831706822526 20.26600443175553, 105.5831765136049 20.26601467746935)",1.2870670685,POINT (105.5831706822526 20.26600443175553),POINT (105.5831765136049 20.26601467746935)
285,"LINESTRING (105.5835281654467 20.26599855839526, 105.583541570493 20.2659616001968, 105.5835417283168 20.26596090323857)","LINESTRING (105.5835281654467 20.26599855839526, 105.583541570493 20.2659616001968, 105.5835417283168 20.26596090323857)",4.40192396959,POINT (105.5835281654467 20.26599855839526),POINT (105.5835417283168 20.26596090323857)
